survived,pclass,sex,age,sibsp,parch,fare,embarked,embark_town,who,deck
1,2,female,,0,0,8.094658990664145,S,Southampton,woman,
1,2,female,,2,0,13.67967406256811,S,Southampton,woman,
0,1,male,17.647994843055265,0,0,20.075967457719965,S,Southampton,child,C
0,3,male,11.39390997519537,1,0,6.5678219049866176,S,Southampton,child,
0,3,male,25.72372197250226,1,0,9.111977217129665,S,Southampton,man,
0,2,male,35.529017242248685,1,0,28.847352510799734,S,Southampton,man,
1,3,female,42.82268323224743,3,0,11.884609080229113,S,Southampton,woman,
0,3,male,,0,0,19.103036190314256,S,Southampton,man,
1,1,female,24.522134674432184,0,1,63.38465480672154,C,Cherbourg,woman,A
0,3,male,31.124611891482367,0,0,14.88860615332156,S,Southampton,man,
0,3,female,17.307999377179677,1,1,10.237026405355769,S,Southampton,child,
0,3,male,58.25354210372683,0,0,7.366182768540429,Q,Queenstown,man,
1,1,female,6.492745620347179,0,0,19.682171141296127,Q,Queenstown,child,
1,3,female,31.586368104540142,0,0,10.71106587828017,S,Southampton,woman,
0,3,male,57.33048706921495,0,0,3.5,S,Southampton,man,
0,3,male,29.095197823839968,0,4,7.998277912137638,C,Cherbourg,man,A
1,3,female,26.339453509979077,0,0,7.20309723615021,C,Cherbourg,woman,
0,3,male,23.99576408065402,1,0,16.771313976923537,Q,Queenstown,man,
0,3,male,26.47451645532629,0,0,7.513369176152416,C,Cherbourg,man,
1,1,male,48.219878645471425,0,2,83.91292369353425,S,Southampton,man,
0,3,male,0.5,0,0,30.733890678238968,S,Southampton,child,
0,3,male,50.46807181814856,0,0,22.12284780670345,S,Southampton,man,
0,2,male,,1,0,22.195717677246737,S,Southampton,man,
0,3,male,25.266867390718193,1,0,9.025704316230456,S,Southampton,man,
0,3,male,22.990578115818735,0,0,16.874765959129448,S,Southampton,man,
1,3,female,37.23974577679007,1,0,10.587365113458887,S,Southampton,woman,
0,3,male,6.6262590736275335,1,0,10.830260059373897,C,Cherbourg,child,
1,1,female,35.4704173251472,1,1,478.8309323187818,S,Southampton,woman,D
0,3,male,57.34033472601594,0,0,8.514783149832489,S,Southampton,man,C
0,3,male,,2,0,29.838570320188172,S,Southampton,man,
0,1,male,31.65588634654554,0,0,82.54130740494223,S,Southampton,man,E
0,3,male,19.732249510847474,0,0,17.654952514742416,C,Cherbourg,man,
0,3,male,34.9624208867025,0,0,29.17640362497632,S,Southampton,man,
0,3,male,29.26806888382053,0,0,22.623569583194392,Q,Queenstown,man,C
0,3,male,20.019183273379667,0,0,5.2312410186317155,S,Southampton,man,F
0,2,male,,0,0,34.729262252653484,S,Southampton,man,
1,1,female,54.260873537014405,0,0,13.826108099312046,S,Southampton,woman,
0,2,male,26.32734691581782,1,0,12.776295689515209,S,Southampton,man,
0,3,male,,1,0,6.246511197745008,C,Cherbourg,man,C
1,1,female,,0,0,314.9089854374522,S,Southampton,woman,
0,2,male,,1,0,16.139943098537593,C,Cherbourg,man,B
0,2,male,35.61368789032528,1,2,8.555338231543685,S,Southampton,man,
1,3,female,,1,1,10.177530172326508,C,Cherbourg,woman,
0,3,male,33.97858688299924,0,0,31.359758222199062,S,Southampton,man,
1,2,female,24.61718757267584,1,0,9.186472127015175,C,Cherbourg,woman,
1,2,female,28.990079675926957,2,1,11.698108214818403,S,Southampton,woman,
0,3,male,11.494291724423956,1,1,7.1953111584094085,S,Southampton,child,
0,3,male,37.46321456897513,0,1,14.874251007858776,S,Southampton,man,
1,1,male,41.35266287252773,0,0,134.73024079902356,Q,Queenstown,man,
0,3,male,22.670735340336876,0,0,10.502343488718068,S,Southampton,man,
0,1,male,22.419409931366978,0,1,40.60681307585651,S,Southampton,man,
1,1,female,32.72229521512868,0,0,99.77497401743997,C,Cherbourg,woman,
0,3,male,22.885923695431664,0,0,18.183759275832596,S,Southampton,man,
0,2,male,28.074143395238487,1,0,18.197069615608005,S,Southampton,man,
0,3,female,58.396105048331215,1,0,24.706134930300163,S,Southampton,woman,G
1,2,female,,0,0,24.38213703217503,S,Southampton,woman,
0,3,male,,2,0,5.804179066310031,Q,Queenstown,man,
0,3,male,19.93441472110777,0,0,10.987685925778823,C,Cherbourg,man,
0,1,male,39.418687600999114,0,0,512.0,S,Southampton,man,
0,3,male,26.462861574946558,1,0,13.452218410609929,Q,Queenstown,man,
0,1,male,19.908777463500037,1,0,194.68868485654377,S,Southampton,man,
0,3,male,47.49825645182217,2,0,32.535343372127414,S,Southampton,man,
1,1,female,48.87444206319092,0,0,19.21259688671158,S,Southampton,woman,B
0,2,male,20.594070079658128,1,1,13.6218827863389,S,Southampton,man,
1,1,male,2.868440680951373,0,0,207.18315417529735,S,Southampton,child,B
0,3,male,43.10519165771691,1,0,15.234900964448137,Q,Queenstown,man,
0,3,male,19.415182439359945,1,0,13.462336213348003,C,Cherbourg,man,
1,3,female,,0,1,30.74236959991885,S,Southampton,woman,
1,1,female,,0,0,20.19113917668163,S,Southampton,woman,D
1,3,female,41.49636273619033,1,0,9.559215894659154,C,Cherbourg,woman,
1,1,male,12.043592990069062,0,0,92.33149226685272,Q,Queenstown,child,
0,3,male,39.23069766693134,0,0,13.07398595704159,C,Cherbourg,man,
0,1,male,,1,1,202.2681790536866,S,Southampton,man,
0,1,male,15.644848128446972,0,1,153.06984403894432,C,Cherbourg,child,
0,1,male,23.30149161902507,1,0,212.32944852456686,S,Southampton,man,
1,3,female,38.60845839739381,0,0,13.818454547089424,S,Southampton,woman,
0,3,male,30.48252234361328,0,0,17.621123664269287,S,Southampton,man,
0,1,male,37.18178172661478,1,0,57.647662354592924,S,Southampton,man,
0,3,male,56.6701681832168,0,0,11.19724659895459,S,Southampton,man,C
0,3,male,7.10061743604528,0,0,8.341602283616194,S,Southampton,child,E
0,3,male,,1,0,17.45577277153043,S,Southampton,man,
1,2,female,,0,0,10.351324034764227,C,Cherbourg,woman,
1,2,female,16.417023323476204,0,2,24.808085286606172,S,Southampton,child,
1,3,female,10.375609239654143,0,0,28.543275289107335,S,Southampton,child,
0,1,male,26.352314529121532,1,1,102.09475864974316,S,Southampton,man,
0,1,male,41.90310156694243,1,0,210.8451754250677,Q,Queenstown,man,
0,3,male,27.214312314714523,1,0,28.08266641947644,S,Southampton,man,
0,3,male,50.156169023462866,0,0,12.343545473132409,S,Southampton,man,E
1,2,female,8.683540339278174,1,0,16.23360722380332,S,Southampton,child,
0,2,male,28.830754730155235,0,0,61.75642139473535,C,Cherbourg,man,A
0,3,male,11.466491778216334,1,0,7.885955162417575,Q,Queenstown,child,
0,2,male,34.09084635674955,0,6,27.89298990386837,S,Southampton,man,
0,1,male,41.41642346136221,1,0,10.446525407259914,S,Southampton,man,
1,1,female,23.109334888465256,1,0,140.7495003369867,C,Cherbourg,woman,A
0,3,male,,0,2,48.93936452751465,S,Southampton,man,
0,3,male,31.78527405515092,0,0,5.236346036980703,S,Southampton,man,
0,1,male,35.11433972426913,1,0,167.85279043931789,S,Southampton,man,F
0,1,male,,0,0,114.41792409779154,S,Southampton,man,
1,1,female,46.30095068551016,3,1,146.395226240721,S,Southampton,woman,
1,3,female,14.005248484913317,0,2,6.582542767452435,S,Southampton,child,D
1,1,female,,0,2,456.34846281735315,S,Southampton,woman,
1,1,female,45.69510517469165,0,0,512.0,Q,Queenstown,woman,
0,3,male,4.099773823908762,0,1,11.963282476718078,S,Southampton,child,
1,1,female,,2,0,441.59959090669787,C,Cherbourg,woman,
0,3,male,21.941482365892597,0,0,4.32997995848888,S,Southampton,man,
0,1,male,27.858682576576957,1,0,40.56422148106967,S,Southampton,man,
1,1,female,,0,0,93.77748064046988,S,Southampton,woman,
0,2,male,22.178800102410268,0,3,10.8736685362006,Q,Queenstown,man,
1,3,female,19.540086891737435,0,2,10.776701808823777,C,Cherbourg,woman,D
